id,idade,genero,renda_mensal,cidade,produto_favorito,comprou_promo,frequencia_visitas,valor_total_gasto
5707,52.0,M,5083.0,Salvador,feijao,Sim,9,756
5708,29.0,M,6461.0,São Paulo,,Sim,2,100
5709,45.0,M,3323.0,Rio,arroz,Sim,9,288
5710,30.0,M,3165.0,São Paulo,oleo,Sim,5,410
5711,24.0,M,1989.0,Salvador,arroz,Não,4,124
5712,39.0,M,6944.0,Salvador,oleo,Não,3,150
5713,60.0,M,2700.0,Belo Horizonte,oleo,Não,1,46
5714,30.0,M,6665.0,Curitiba,acucar,Sim,5,480
5715,60.0,F,1951.0,Salvador,oleo,Sim,7,315
5716,51.0,M,4766.0,Salvador,oleo,Sim,5,160
5717,60.0,F,6507.0,Salvador,oleo,Sim,8,584
5718,23.0,F,,Curitiba,oleo,Sim,10,940
5719,58.0,F,,Curitiba,acucar,Sim,3,111
5720,,M,1464.0,São Paulo,feijao,Sim,1,86
5721,59.0,F,5686.0,São Paulo,oleo,Sim,9,801
5722,31.0,F,1289.0,Rio,arroz,Sim,6,330
5723,,M,1448.0,São Paulo,oleo,Sim,5,470
5724,31.0,M,,Curitiba,cafe,Sim,9,702
5725,43.0,M,4379.0,Belo Horizonte,feijao,Sim,1,32
5726,54.0,F,6413.0,São Paulo,acucar,Sim,7,672
5727,48.0,M,,Curitiba,oleo,Não,4,208
5728,60.0,M,4857.0,Salvador,feijao,Não,1,20
5729,27.0,F,3513.0,Belo Horizonte,acucar,Sim,10,750
5730,25.0,M,2127.0,Curitiba,cafe,Não,9,531
5731,54.0,,4035.0,Curitiba,,Não,6,366
5732,48.0,M,7280.0,Curitiba,acucar,Sim,1,40
5733,26.0,M,2721.0,Salvador,oleo,Não,2,74
5734,20.0,,7903.0,Rio,,Não,8,600
5735,56.0,M,4835.0,Belo Horizonte,arroz,Sim,6,168
5736,24.0,F,,Rio,oleo,Não,5,235
5737,42.0,M,4292.0,Salvador,feijao,Não,5,340
5738,58.0,M,7394.0,Curitiba,arroz,Sim,2,142
5739,30.0,,6794.0,Curitiba,oleo,Sim,1,96
5740,35.0,M,5237.0,Belo Horizonte,oleo,Sim,8,568
5741,42.0,M,6814.0,Belo Horizonte,feijao,Não,9,630
5742,42.0,F,1763.0,São Paulo,arroz,Sim,9,297
5743,31.0,M,1247.0,São Paulo,arroz,Não,10,280
5744,30.0,M,7330.0,Belo Horizonte,feijao,Sim,4,220
5745,24.0,M,4594.0,Curitiba,oleo,Não,5,335
5746,45.0,M,2520.0,Curitiba,,Sim,4,352
5747,56.0,M,4920.0,Rio,cafe,Não,8,568
5748,65.0,M,6627.0,Curitiba,arroz,Sim,3,117
5749,34.0,M,3077.0,São Paulo,acucar,Não,3,138
5750,21.0,F,7581.0,Rio,acucar,Não,4,312
5751,46.0,M,2284.0,Salvador,oleo,Sim,9,738
5752,27.0,M,7895.0,Salvador,acucar,Sim,3,174
5753,22.0,M,2846.0,São Paulo,arroz,Sim,3,105
5754,46.0,M,2478.0,Salvador,oleo,Sim,7,357
5755,65.0,F,6543.0,Rio,cafe,Não,9,216
5756,26.0,M,2203.0,Salvador,acucar,Sim,2,124
5757,39.0,F,7395.0,Belo Horizonte,oleo,Sim,5,285
5758,65.0,M,6168.0,Belo Horizonte,oleo,Sim,5,440
5759,29.0,M,6451.0,São Paulo,,Não,5,110
5760,48.0,M,2932.0,São Paulo,,Sim,2,198
5761,55.0,F,,Rio,oleo,Não,1,32
5762,43.0,M,7935.0,Curitiba,feijao,Não,1,25
5763,27.0,M,4987.0,Rio,feijao,Sim,2,50
5764,45.0,,7994.0,Salvador,cafe,Sim,2,128
5765,37.0,F,6128.0,Rio,cafe,Sim,3,231
5766,49.0,F,4025.0,Curitiba,acucar,Não,7,322
5767,48.0,M,6867.0,Salvador,arroz,Não,10,670
5768,,,6267.0,Rio,acucar,Não,4,388
5769,27.0,F,1437.0,Curitiba,cafe,Sim,1,41
5770,21.0,M,1655.0,Curitiba,,Não,9,315
5771,53.0,F,3848.0,São Paulo,cafe,Sim,5,145
5772,43.0,M,4719.0,São Paulo,cafe,Sim,6,492
5773,44.0,,4911.0,São Paulo,feijao,Sim,7,406
5774,51.0,M,,Rio,acucar,Sim,6,210
5775,38.0,M,4309.0,Belo Horizonte,cafe,Sim,10,740
5776,20.0,F,6330.0,Belo Horizonte,acucar,Sim,2,138
5777,28.0,M,5089.0,Salvador,acucar,Sim,2,160
5778,,M,7780.0,São Paulo,feijao,Sim,1,91
5779,54.0,F,,São Paulo,acucar,Não,3,120
5780,44.0,F,7702.0,São Paulo,,Sim,10,620
5781,30.0,F,6551.0,Belo Horizonte,oleo,Sim,6,240
5782,63.0,F,4041.0,São Paulo,cafe,Não,8,312
5783,56.0,F,4042.0,Salvador,,Sim,9,594
5784,59.0,M,6032.0,Curitiba,cafe,Não,8,496
5785,26.0,F,4360.0,Belo Horizonte,acucar,Sim,10,910
5786,36.0,M,4716.0,Curitiba,arroz,Não,8,544
5787,21.0,M,2953.0,Belo Horizonte,arroz,Sim,2,184
5788,59.0,M,4796.0,Rio,oleo,Sim,5,255
5789,37.0,M,7289.0,Salvador,oleo,Sim,8,584
5790,35.0,F,7573.0,São Paulo,acucar,Sim,3,237
5791,22.0,,2820.0,Rio,,Sim,5,150
5792,29.0,,6815.0,Curitiba,oleo,Não,6,168
5793,29.0,M,4517.0,Belo Horizonte,,Sim,6,414
5794,52.0,F,,Rio,feijao,Sim,10,890
5795,64.0,F,3743.0,Belo Horizonte,feijao,Sim,4,252
5796,54.0,F,6043.0,Curitiba,acucar,Sim,9,837
5797,26.0,F,4004.0,Salvador,oleo,Sim,8,224
5798,36.0,M,4024.0,Rio,acucar,Não,6,588
5799,51.0,F,,São Paulo,cafe,Não,6,468
5800,60.0,M,3400.0,Rio,arroz,Não,6,330
5801,56.0,F,3235.0,Curitiba,,Sim,10,910
5802,64.0,M,5143.0,São Paulo,cafe,Sim,6,456
5803,23.0,F,6391.0,Curitiba,oleo,Sim,1,60
5804,28.0,M,,Belo Horizonte,feijao,Sim,4,276
5805,59.0,M,7144.0,Belo Horizonte,arroz,Não,9,513
5806,52.0,M,,Rio,arroz,Não,1,65
5807,54.0,F,1401.0,Rio,oleo,Sim,4,80
5808,57.0,F,,São Paulo,arroz,Não,9,837
5809,35.0,F,4309.0,São Paulo,cafe,Não,7,693
5810,21.0,M,7511.0,São Paulo,arroz,Não,8,400
5811,51.0,F,3416.0,Rio,arroz,Não,10,920
5812,50.0,M,7935.0,Belo Horizonte,arroz,Não,6,588
5813,,F,,São Paulo,oleo,Sim,5,450
5814,62.0,M,4786.0,Salvador,acucar,Sim,4,344
5815,61.0,F,4803.0,Salvador,feijao,Não,3,240
5816,50.0,F,3190.0,Salvador,cafe,Sim,2,150
5817,38.0,F,1499.0,Belo Horizonte,oleo,Sim,4,276
5818,52.0,F,5189.0,Belo Horizonte,feijao,Sim,2,118
5819,32.0,M,2943.0,Belo Horizonte,feijao,Sim,6,294
5820,42.0,,1759.0,Rio,oleo,Não,7,700
5821,21.0,F,2350.0,São Paulo,cafe,Sim,7,448
5822,28.0,F,2505.0,Belo Horizonte,acucar,Sim,6,198
5823,52.0,,7256.0,Rio,cafe,Não,8,640
5824,63.0,,7951.0,Curitiba,oleo,Sim,6,426
5825,25.0,F,5641.0,Salvador,feijao,Não,4,376
5826,26.0,F,,Rio,arroz,Sim,7,273
5827,21.0,M,2254.0,São Paulo,oleo,Não,4,372
5828,63.0,,5409.0,São Paulo,cafe,Sim,9,648
5829,40.0,M,,Salvador,arroz,Não,3,186
5830,47.0,M,6464.0,São Paulo,feijao,Sim,6,264
5831,27.0,F,1614.0,Curitiba,arroz,Sim,3,216
5832,61.0,F,5398.0,Curitiba,feijao,Sim,10,820
5833,24.0,F,4423.0,São Paulo,,Não,1,73
5834,44.0,F,6927.0,São Paulo,feijao,Não,6,276
5835,61.0,F,7621.0,Belo Horizonte,acucar,Sim,6,162
5836,59.0,F,4317.0,Belo Horizonte,cafe,Não,10,510
5837,35.0,F,4832.0,Salvador,feijao,Sim,1,76
5838,33.0,F,5234.0,Curitiba,arroz,Sim,7,378
5839,35.0,F,2528.0,Curitiba,feijao,Sim,2,114
5840,45.0,M,3292.0,Curitiba,acucar,Sim,1,22
5841,40.0,,3268.0,Belo Horizonte,cafe,Sim,5,260
5842,45.0,M,,São Paulo,arroz,Sim,3,87
5843,54.0,M,2339.0,Curitiba,cafe,Sim,8,568
5844,46.0,F,1881.0,Rio,acucar,Sim,1,96
5845,28.0,F,3931.0,Belo Horizonte,arroz,Sim,2,178
5846,,M,1288.0,São Paulo,cafe,Não,5,490
5847,29.0,F,6686.0,São Paulo,cafe,Sim,1,99
5848,63.0,F,3614.0,Curitiba,arroz,Sim,6,462
5849,60.0,F,5956.0,Belo Horizonte,cafe,Sim,10,950
5850,,F,3697.0,São Paulo,oleo,Sim,10,360
5851,38.0,F,7753.0,Belo Horizonte,feijao,Não,3,186
5852,45.0,,,Curitiba,arroz,Sim,1,84
5853,32.0,,6251.0,São Paulo,feijao,Não,3,147
5854,63.0,F,6029.0,Belo Horizonte,arroz,Sim,2,164
5855,21.0,M,4859.0,Belo Horizonte,feijao,Sim,3,159
5856,57.0,M,2104.0,Salvador,arroz,Não,10,450
5857,58.0,M,4052.0,Curitiba,arroz,Sim,5,365
5858,57.0,F,,São Paulo,cafe,Sim,9,801
5859,60.0,F,2954.0,Rio,feijao,Sim,2,132
5860,39.0,M,6566.0,Salvador,cafe,Não,9,351
5861,57.0,F,2468.0,Rio,acucar,Não,2,188
5862,,M,,Curitiba,feijao,Não,8,312
5863,30.0,F,3049.0,São Paulo,arroz,Sim,6,240
5864,53.0,M,6134.0,Salvador,acucar,Sim,9,243
5865,59.0,F,3536.0,Belo Horizonte,oleo,Não,1,69
5866,24.0,M,2614.0,Belo Horizonte,acucar,Sim,5,180
5867,20.0,M,5214.0,Curitiba,cafe,Não,7,161
5868,22.0,M,4884.0,Curitiba,oleo,Não,5,305
5869,35.0,F,5834.0,Rio,cafe,Não,1,76
5870,32.0,M,7431.0,Curitiba,feijao,Sim,2,100
5871,57.0,M,7481.0,Salvador,acucar,Sim,8,160
5872,34.0,F,5218.0,Salvador,oleo,Sim,6,246
5873,,M,5769.0,Salvador,,Sim,5,165
5874,,,6670.0,São Paulo,oleo,Não,10,750
5875,42.0,F,1799.0,Salvador,cafe,Sim,4,184
5876,28.0,F,1613.0,Belo Horizonte,acucar,Não,4,244
5877,51.0,M,7371.0,Salvador,acucar,Não,3,204
5878,45.0,M,6593.0,São Paulo,acucar,Sim,1,84
5879,47.0,F,5382.0,Salvador,,Sim,9,675
5880,,M,,Belo Horizonte,oleo,Não,8,440
5881,42.0,M,7671.0,Rio,cafe,Não,5,465
5882,29.0,,7376.0,São Paulo,acucar,Sim,3,231
5883,38.0,F,5459.0,Salvador,oleo,Não,6,378
5884,43.0,F,7191.0,Rio,feijao,Não,1,66
5885,52.0,M,5609.0,Salvador,cafe,Sim,1,57
5886,64.0,M,1979.0,Rio,arroz,Sim,10,640
5887,45.0,F,7311.0,Rio,cafe,Sim,1,39
5888,35.0,F,4384.0,Rio,arroz,Não,6,408
5889,58.0,M,,Belo Horizonte,cafe,Não,7,357
5890,64.0,,4130.0,Salvador,oleo,Não,8,432
5891,44.0,M,1448.0,Rio,acucar,Sim,8,464
5892,35.0,F,4130.0,São Paulo,feijao,Sim,9,837
5893,,M,2301.0,Curitiba,acucar,Não,8,664
5894,38.0,,7360.0,Curitiba,,Sim,9,486
5895,36.0,F,3798.0,Rio,cafe,Não,2,198
5896,,M,7438.0,Rio,feijao,Não,8,256
5897,57.0,F,5256.0,São Paulo,cafe,Não,7,616
5898,65.0,,7553.0,Salvador,feijao,Sim,6,498
5899,38.0,F,7167.0,Curitiba,feijao,Sim,10,780
5900,35.0,M,7212.0,Salvador,oleo,Sim,7,455
5901,48.0,M,,Rio,oleo,Não,10,710
5902,20.0,F,1214.0,Belo Horizonte,feijao,Sim,7,336
5903,59.0,M,3168.0,Rio,oleo,Sim,8,600
5904,48.0,M,2634.0,Salvador,,Não,7,280
5905,23.0,F,3592.0,Rio,acucar,Não,2,192
5906,20.0,M,1923.0,São Paulo,acucar,Sim,7,266
5907,26.0,M,7882.0,Rio,arroz,Sim,10,560
5908,,F,7259.0,Curitiba,feijao,Sim,10,740
5909,22.0,M,,Curitiba,,Sim,6,444
5910,61.0,F,3676.0,Rio,cafe,Não,5,285
5911,36.0,,6079.0,Salvador,feijao,Sim,8,168
5912,44.0,M,7499.0,São Paulo,acucar,Sim,10,860
5913,55.0,M,4695.0,Rio,cafe,Sim,6,576
5914,33.0,M,4152.0,Salvador,cafe,Não,1,89
5915,55.0,M,6966.0,São Paulo,cafe,Não,8,280
5916,45.0,M,3153.0,Belo Horizonte,oleo,Sim,3,183
5917,30.0,,4427.0,Salvador,oleo,Sim,8,200
5918,26.0,M,7077.0,Belo Horizonte,,Sim,5,155
5919,34.0,F,4655.0,Rio,oleo,Não,2,140
5920,28.0,F,2342.0,Curitiba,feijao,Sim,7,560
5921,43.0,M,7443.0,Salvador,cafe,Sim,1,56
5922,63.0,F,1722.0,São Paulo,feijao,Sim,1,75
5923,54.0,F,3220.0,Curitiba,,Sim,10,880
5924,39.0,M,4151.0,Rio,oleo,Não,2,108
5925,43.0,,1655.0,São Paulo,oleo,Sim,5,145
5926,48.0,,2177.0,Rio,feijao,Sim,5,275
5927,52.0,M,6908.0,Rio,cafe,Não,1,80
5928,41.0,M,5828.0,Curitiba,acucar,Sim,6,462
5929,29.0,,4119.0,Belo Horizonte,cafe,Não,9,207
5930,30.0,F,4289.0,Curitiba,arroz,Sim,1,88
5931,63.0,M,5387.0,Rio,cafe,Sim,5,490
5932,61.0,M,2712.0,São Paulo,cafe,Sim,2,162
5933,47.0,F,7487.0,São Paulo,acucar,Sim,9,360
5934,51.0,M,7479.0,Salvador,oleo,Não,2,46
5935,59.0,M,2081.0,Salvador,arroz,Sim,1,95
5936,57.0,F,5488.0,Rio,cafe,Sim,4,220
5937,65.0,M,3368.0,São Paulo,,Não,4,380
5938,31.0,M,1576.0,Curitiba,arroz,Não,6,432
5939,26.0,F,,São Paulo,,Não,1,100
5940,28.0,F,2948.0,Rio,arroz,Sim,4,316
5941,,M,,São Paulo,,Não,3,123
5942,56.0,M,7212.0,São Paulo,oleo,Sim,3,132
5943,28.0,M,7769.0,Belo Horizonte,acucar,Sim,3,195
5944,31.0,F,2918.0,Salvador,arroz,Sim,3,273
5945,60.0,M,2523.0,Belo Horizonte,feijao,Sim,8,240
5946,34.0,F,1629.0,Rio,arroz,Sim,8,416
5947,35.0,F,6584.0,Curitiba,acucar,Sim,2,56
5948,58.0,M,6228.0,Curitiba,cafe,Não,1,74
5949,26.0,F,4154.0,Rio,feijao,Não,7,350
5950,48.0,M,1957.0,Curitiba,,Sim,4,196
5951,46.0,F,4776.0,Rio,cafe,Sim,9,522
5952,56.0,F,1884.0,Belo Horizonte,acucar,Sim,6,156
5953,19.0,,6175.0,Belo Horizonte,feijao,Sim,8,664
5954,56.0,M,6118.0,Salvador,acucar,Não,10,690
5955,32.0,F,6102.0,Belo Horizonte,,Não,6,120
5956,48.0,F,5007.0,São Paulo,cafe,Sim,6,390
5957,,M,,Rio,,Sim,8,344
5958,64.0,F,,Belo Horizonte,arroz,Sim,2,150
5959,,F,7835.0,Curitiba,arroz,Sim,9,396
5960,20.0,M,7461.0,Salvador,arroz,Sim,5,340
5961,53.0,M,5858.0,São Paulo,cafe,Sim,8,216
5962,57.0,F,4077.0,Salvador,cafe,Sim,6,276
5963,41.0,M,5410.0,Rio,oleo,Sim,10,810
5964,48.0,F,,Belo Horizonte,acucar,Não,8,176
5965,38.0,F,2998.0,Rio,cafe,Sim,1,99
5966,24.0,F,,Curitiba,oleo,Sim,7,574
5967,,M,3974.0,Belo Horizonte,arroz,Sim,10,750
5968,23.0,,6037.0,Salvador,cafe,Não,5,460
5969,45.0,F,3339.0,Curitiba,acucar,Sim,8,568
5970,21.0,F,7004.0,Belo Horizonte,oleo,Sim,7,504
5971,25.0,M,3151.0,Belo Horizonte,feijao,Não,2,194
5972,36.0,M,7909.0,Curitiba,acucar,Sim,3,174
5973,52.0,F,5723.0,Rio,feijao,Não,1,36
5974,48.0,M,7944.0,São Paulo,oleo,Não,7,350
5975,53.0,F,,Curitiba,acucar,Sim,10,280
5976,48.0,M,3163.0,Curitiba,acucar,Não,6,342
5977,50.0,M,6810.0,Rio,cafe,Sim,4,372
5978,54.0,M,4744.0,São Paulo,oleo,Não,8,352
5979,53.0,F,,Belo Horizonte,cafe,Sim,8,736
5980,,M,3838.0,Curitiba,cafe,Sim,4,392
5981,,,2434.0,São Paulo,arroz,Sim,5,280
5982,64.0,M,4931.0,São Paulo,arroz,Sim,5,360
5983,,,7211.0,São Paulo,acucar,Sim,7,616
5984,27.0,,6429.0,Salvador,cafe,Não,3,213
5985,42.0,F,2791.0,São Paulo,arroz,Sim,10,610
5986,57.0,F,5178.0,Salvador,cafe,Não,1,74
5987,24.0,M,2379.0,Salvador,acucar,Não,1,52
5988,51.0,,5296.0,Salvador,cafe,Sim,1,57
5989,,M,2854.0,Salvador,oleo,Não,2,184
5990,33.0,M,3743.0,Salvador,acucar,Sim,8,296
5991,,,1559.0,Belo Horizonte,arroz,Sim,1,97
5992,31.0,F,3823.0,Belo Horizonte,cafe,Não,6,378
5993,27.0,F,5164.0,Belo Horizonte,acucar,Sim,9,522
5994,56.0,M,1417.0,São Paulo,,Não,6,450
5995,47.0,F,6860.0,Salvador,,Sim,1,83
5996,50.0,M,2840.0,São Paulo,feijao,Não,6,234
5997,34.0,M,1531.0,Belo Horizonte,acucar,Sim,2,82
5998,49.0,F,6488.0,Rio,,Sim,4,248
5999,35.0,F,2961.0,São Paulo,arroz,Não,2,68
6000,26.0,M,5079.0,Rio,feijao,Sim,3,240
6001,56.0,M,2856.0,Salvador,arroz,Não,3,72
6002,32.0,M,5076.0,São Paulo,acucar,Sim,4,140
6003,30.0,F,1378.0,Curitiba,acucar,Não,5,125
6004,56.0,M,4066.0,Rio,,Sim,10,220
6005,44.0,M,7818.0,Belo Horizonte,acucar,Não,5,210
6006,26.0,M,3926.0,Curitiba,arroz,Não,6,372
6007,65.0,M,3796.0,Salvador,,Sim,4,328
6008,51.0,F,1239.0,Salvador,oleo,Não,5,215
6009,38.0,F,7298.0,Salvador,cafe,Sim,7,581
6010,59.0,F,2577.0,Salvador,oleo,Sim,9,846
6011,64.0,M,1407.0,São Paulo,arroz,Não,10,470
6012,60.0,F,3937.0,Belo Horizonte,acucar,Sim,10,860
6013,,M,2361.0,Rio,acucar,Não,7,161
6014,25.0,M,2078.0,Rio,oleo,Não,5,385
6015,36.0,F,6616.0,Curitiba,oleo,Sim,2,46
6016,56.0,M,4164.0,Belo Horizonte,oleo,Não,10,630
6017,35.0,F,5452.0,Belo Horizonte,,Sim,8,648
6018,65.0,M,4610.0,Rio,oleo,Não,8,344
6019,59.0,F,3658.0,São Paulo,oleo,Sim,7,658
6020,24.0,F,3136.0,Salvador,oleo,Não,2,44
6021,44.0,M,,Rio,cafe,Sim,5,260
6022,51.0,F,6401.0,Rio,acucar,Sim,10,720
6023,20.0,,1289.0,Curitiba,acucar,Não,4,92
6024,29.0,M,,Salvador,feijao,Não,10,640
6025,31.0,M,7030.0,Belo Horizonte,cafe,Sim,3,132
6026,57.0,,3680.0,Rio,acucar,Sim,10,810
6027,59.0,M,,Curitiba,arroz,Não,9,189
6028,58.0,,4047.0,Curitiba,acucar,Não,5,160
6029,34.0,F,6055.0,Rio,acucar,Sim,8,288
6030,31.0,F,6396.0,Belo Horizonte,oleo,Sim,3,300
6031,39.0,M,2875.0,Belo Horizonte,feijao,Sim,2,108
6032,54.0,M,2586.0,São Paulo,oleo,Não,4,360
6033,61.0,F,1530.0,Salvador,acucar,Sim,4,116
6034,31.0,,6055.0,Belo Horizonte,feijao,Sim,6,294
6035,61.0,M,6682.0,Salvador,acucar,Sim,2,66
6036,53.0,F,7349.0,Rio,oleo,Sim,3,288
6037,50.0,F,,Salvador,feijao,Não,1,36
6038,53.0,F,5894.0,Curitiba,,Sim,1,70
6039,28.0,M,6743.0,Salvador,arroz,Sim,10,910
6040,36.0,M,2920.0,Curitiba,cafe,Sim,5,235
6041,27.0,F,1902.0,Curitiba,arroz,Sim,6,576
6042,48.0,,5220.0,São Paulo,,Não,5,350
6043,48.0,M,7148.0,Belo Horizonte,cafe,Não,10,500
6044,27.0,F,7985.0,Curitiba,arroz,Não,2,60
6045,39.0,M,3727.0,Curitiba,acucar,Sim,4,228
6046,59.0,M,5168.0,Belo Horizonte,oleo,Sim,5,240
6047,,,4020.0,Belo Horizonte,oleo,Não,4,200
6048,25.0,M,6186.0,Salvador,,Sim,1,22
6049,19.0,F,2431.0,Rio,feijao,Sim,5,140
6050,57.0,M,7721.0,Curitiba,arroz,Não,9,180
6051,35.0,M,3324.0,São Paulo,feijao,Não,3,147
6052,55.0,M,6797.0,Curitiba,,Sim,4,208
6053,55.0,M,4585.0,Salvador,oleo,Sim,7,581
6054,42.0,F,1902.0,Salvador,arroz,Não,7,182
6055,30.0,F,6075.0,Rio,arroz,Sim,8,624
6056,58.0,M,2676.0,São Paulo,acucar,Sim,1,47
6057,33.0,F,4145.0,Belo Horizonte,feijao,Não,1,42
6058,48.0,M,5460.0,Salvador,cafe,Sim,3,282
6059,58.0,F,6596.0,São Paulo,oleo,Não,6,294
6060,35.0,M,7726.0,São Paulo,acucar,Sim,7,357
6061,39.0,M,5265.0,São Paulo,arroz,Sim,6,264
6062,25.0,F,4321.0,São Paulo,,Não,6,198
6063,24.0,,2364.0,Rio,,Sim,3,270
6064,43.0,F,4205.0,Belo Horizonte,oleo,Sim,5,160
6065,26.0,M,1809.0,Rio,,Sim,5,135
6066,18.0,M,4867.0,São Paulo,oleo,Não,9,225
6067,31.0,M,3665.0,Salvador,arroz,Sim,9,225
6068,39.0,F,7201.0,Belo Horizonte,acucar,Sim,2,146
6069,30.0,M,3203.0,São Paulo,cafe,Sim,9,630
6070,21.0,F,3464.0,Belo Horizonte,oleo,Não,1,87
6071,48.0,F,7034.0,Rio,arroz,Sim,4,104
6072,36.0,F,6397.0,São Paulo,arroz,Não,3,291
6073,36.0,M,7265.0,Belo Horizonte,feijao,Sim,5,375
6074,37.0,M,5419.0,Rio,acucar,Sim,6,438
6075,60.0,F,5650.0,Belo Horizonte,oleo,Não,9,891
6076,22.0,F,,Belo Horizonte,,Sim,4,320
6077,56.0,M,1683.0,São Paulo,feijao,Sim,3,129
6078,22.0,M,7212.0,Rio,feijao,Sim,7,546
6079,58.0,M,,Curitiba,arroz,Não,1,39
6080,,M,5444.0,Salvador,arroz,Não,6,270
6081,28.0,F,3249.0,Rio,cafe,Não,1,79
6082,,F,6957.0,Curitiba,acucar,Não,2,190
6083,62.0,F,5920.0,Rio,acucar,Não,5,380
6084,26.0,M,7390.0,Salvador,arroz,Sim,7,518
6085,55.0,F,4725.0,São Paulo,oleo,Sim,6,444
6086,65.0,M,3236.0,Belo Horizonte,acucar,Sim,1,50
6087,53.0,M,3745.0,Salvador,acucar,Sim,2,58
6088,42.0,M,7629.0,São Paulo,oleo,Não,6,276
6089,27.0,,6918.0,São Paulo,,Não,2,84
6090,20.0,F,,São Paulo,arroz,Sim,3,96
6091,51.0,F,3917.0,Curitiba,oleo,Não,3,135
6092,22.0,F,3874.0,Rio,,Sim,8,440
6093,19.0,F,,Salvador,,Sim,1,33
6094,33.0,M,5361.0,São Paulo,,Não,5,165
6095,31.0,F,6652.0,Rio,cafe,Sim,2,136
6096,19.0,M,4497.0,São Paulo,,Sim,10,650
6097,65.0,F,1204.0,São Paulo,arroz,Não,1,73
6098,56.0,,6430.0,Curitiba,feijao,Não,8,184
6099,35.0,M,2027.0,São Paulo,feijao,Sim,5,105
6100,41.0,M,5761.0,Rio,acucar,Sim,6,522
6101,50.0,F,2166.0,Curitiba,acucar,Sim,8,768
6102,65.0,M,6011.0,Curitiba,,Sim,4,124
6103,49.0,M,5047.0,Salvador,cafe,Sim,10,420
6104,35.0,F,4969.0,Belo Horizonte,oleo,Não,9,585
6105,,M,6202.0,Salvador,feijao,Não,5,375
6106,44.0,M,7738.0,Curitiba,oleo,Não,2,150
6107,60.0,F,3901.0,Salvador,arroz,Sim,10,680
6108,27.0,F,2857.0,Salvador,cafe,Sim,2,134
6109,24.0,F,,Rio,arroz,Não,1,92
6110,64.0,M,4645.0,Rio,arroz,Sim,3,144
6111,54.0,M,4187.0,Salvador,oleo,Sim,3,135
6112,51.0,F,6732.0,Salvador,oleo,Não,10,230
6113,25.0,M,4630.0,Salvador,arroz,Sim,6,546
6114,44.0,F,6026.0,Rio,,Não,10,900
6115,30.0,F,6392.0,Salvador,feijao,Sim,10,450
6116,41.0,M,5558.0,Salvador,acucar,Não,1,25
6117,45.0,F,4434.0,Rio,acucar,Sim,10,220
6118,45.0,,1426.0,São Paulo,acucar,Não,6,162
6119,,F,,Rio,feijao,Sim,9,891
6120,38.0,F,5853.0,Curitiba,cafe,Sim,5,395
6121,59.0,F,3087.0,Curitiba,acucar,Não,10,330
6122,22.0,F,2919.0,São Paulo,cafe,Sim,8,496
6123,41.0,F,5597.0,Curitiba,acucar,Sim,7,672
6124,,M,3223.0,Salvador,oleo,Sim,2,76
6125,37.0,F,2663.0,Rio,arroz,Não,9,666
6126,49.0,M,2950.0,Belo Horizonte,arroz,Não,1,88
6127,22.0,F,6352.0,Rio,arroz,Sim,6,270
6128,36.0,M,3662.0,Rio,oleo,Não,10,450
6129,49.0,,6059.0,São Paulo,oleo,Sim,9,459
6130,34.0,F,6484.0,Curitiba,arroz,Não,1,29
6131,52.0,,1911.0,Rio,cafe,Não,1,51
6132,22.0,M,3467.0,Rio,arroz,Não,2,198
6133,64.0,F,2215.0,São Paulo,oleo,Sim,6,246
6134,64.0,F,5398.0,Rio,oleo,Não,4,364
6135,60.0,F,6192.0,Belo Horizonte,arroz,Sim,2,64
6136,65.0,M,6670.0,Curitiba,acucar,Não,7,280
6137,50.0,M,3366.0,Salvador,cafe,Sim,4,284
6138,55.0,M,6529.0,Curitiba,feijao,Sim,8,472
6139,19.0,,6304.0,Belo Horizonte,acucar,Sim,2,110
6140,34.0,,5062.0,Curitiba,oleo,Sim,3,126
6141,55.0,M,5764.0,Belo Horizonte,oleo,Não,5,235
6142,58.0,M,7568.0,Salvador,feijao,Sim,8,248
6143,54.0,M,3771.0,Curitiba,feijao,Sim,1,34
6144,56.0,,4118.0,Belo Horizonte,oleo,Não,8,416
6145,33.0,M,7807.0,Salvador,oleo,Sim,4,140
6146,45.0,,4646.0,Salvador,arroz,Não,10,270
6147,61.0,F,2391.0,Belo Horizonte,oleo,Sim,10,260
6148,34.0,M,7006.0,Belo Horizonte,oleo,Sim,8,720
6149,,F,7435.0,Salvador,feijao,Sim,4,100
6150,,F,6296.0,Belo Horizonte,cafe,Sim,10,520
6151,52.0,F,3981.0,Salvador,acucar,Sim,10,510
6152,27.0,M,6732.0,São Paulo,cafe,Sim,6,498
6153,22.0,,6754.0,São Paulo,cafe,Não,5,100
6154,21.0,F,,Rio,arroz,Não,7,140
6155,45.0,,5308.0,Belo Horizonte,arroz,Sim,1,87
6156,31.0,F,4354.0,Belo Horizonte,cafe,Sim,3,231
6157,18.0,,7138.0,São Paulo,,Sim,6,216
6158,20.0,M,3473.0,São Paulo,arroz,Sim,3,240
6159,51.0,M,4803.0,Salvador,oleo,Sim,6,570
6160,49.0,,4949.0,Rio,arroz,Sim,9,567
6161,51.0,F,1783.0,São Paulo,arroz,Sim,7,301
6162,52.0,M,2306.0,Curitiba,acucar,Não,1,27
